,listing_id,id,comments
119,4279876,27808305,book apartment couple coworkers mine thought great youre looking nice clean 2 bedroom apartment stay place perfect rooms big location hard beat plenty walkable restaurants minutes away i5 accessible bus lines friendly neighborhood
120,4279876,28163023,bethyou made first visit seattle memorable greatly appreciated information shared us regarding restaurants sightseeing first hand advice areas live seattle book make available whomever stays apartment amazing info insight provide stay like home apartment immaculate felt home immediately location fantastic located great neighborhood wide variety restaurants hope stay return fall thank opening home us look forward coming back seattlebest regardstony fabiano
121,4279876,28769151,perfect location house three travelers booked last minute beth accommodating house everything needed great neighborhood many places eat within walking distance
122,4279876,29077094,beth great host super communicative accommodating apartment awesome location walking distance great restaurants coffee shops parks spacious comfortable great value would absolutely recommend
123,4279876,29461108,listing comfortable clean great location used live wallingford perfect place homecoming car one day great dedicated parking spot beth pierce quick respond offered help ifneeded also handy binder inside house suggestions things laminated cleaning list would definitely stay
124,4279876,29641297,bridesmaids great time everyone impressed apartment location venue better pictures show
125,4279876,29773863,beth husband everything could help us feel welcome giving details local amenities transport options house comfortable well kept great array dvds watch come home night nearby stores restaurants mention several coffee shops make ideal place stay
126,4279876,30866429,beth pierce great job making us feel welcome sent us nice detailed list recommendations restaurants places see neighbor hood fun extremely convenient needed pictures descriptive information airbnb accurate nice nicer expected
127,4279876,31301083,pierce beth made checkin easy detailed directions home immaculate comfortable daughter within walking distance good dining options made great recommendations us enjoyed bbq pinkys blocks away checked us via email would definitely stay short drive scenic attraction would like thanks much
128,4279876,31821963,party 4 people beth cozy nice place pefect two couples small family clean well located small shop 2 minutes far restaurants area beth pierce extremely nice available time beth getting messages questions seattle replying within minutesunfortunately got robbed downtown kind ruined weekedn beth making sure everything needed time admit made us feel home definitely recommend
129,4279876,32335222,comfortable centrally located place stay everything needed beth pierce responsive inquiries couldnt gone smoother would definitely stay next time visit seattle
130,4279876,34114473,twoweek stay put sunnyside suite test passed flying colors great place stay every way care cleanliness uncluttered uncramped rooms plenty closet space functional kitchen comfortable furniture sitting sleeping bonus easytoaccess patio living room even small greenspace back building location superb within easy walking distance many places eat drink wallingford neighborhood veritable arboretum may glorious green lake mention grandchildren mile away finally beth pierce really nice folks easy communicate attentive renters needs would anyone want home away home dennis sharon ducsik
131,4279876,34413245,nice clean placeconvenient checkin checkout process free parking plus really great one seattle
132,4279876,34936034,seattle sunnyside apartment perfect visit seattle daughter graduating university washington could convenient apartment easy find easy get comfortable quiet easy access everything needed parking site beth communicated well us expressed interest visit offered advice might want wallingford fun neighborhood great restaurants located centrally downtownwhich preferred would stay heartbeat alexandra derby
133,4279876,35540704,wonderful large comfortable apartment great location beth super friendly full wonderful suggestions eat checked us multiple times make sure great time apartment everything could need stay
134,4279876,38398186,large space easily accommodated family four problem cooking full meals hanging space45th street pretty busy traffic noise minimal everything youll probably need day day living within blocks location grocery stores restaurants cafes bars within ten minute drive youll find many additional restaurants bars think anyone could wish loved gas works park thats twenty minute walk away wellkept treelined neighborhoodthe minor matter may big deal wasnt us space gets little musty windows closed day youre opened windows large patio door house day whenever space everything fine within minutes
135,4279876,38776596,first experience using airbnb beth quick respond request reservation inquiries check process easy apartment clean appointments one would need terms location convenient close downtown neighborhood crowded great little restaurants coffee places favorite walkup burrito joint called tnt
136,4279876,39732023,great communication opened door found wonderful two bedroom accommodation distance ball game easy close
137,4279876,40448116,super easy landing beth pierce fun welcoming apartment perfect us kitchen big enough cook comfiest couches watching movies enjoyed sun front thanks
138,4279876,41938039,loved staying sunnyside im worried beth pierce ruined us airbnb experience hard time believing nicer cleaner thoughtful accommodating places stay location perfect jaunt every seattle attraction plenty within walking distance well great place stay family highly recommend
139,4279876,42508502,loved staying sunnyside perfect family 4 vacation seattle place described charming well appointed beth pierce accommodating hosts checked us stay make sure comfortable mostly let us thing even package arrive stay made sure received wallingford super location want close activities bustle downtown seattle loved array restaurants coffee houses shops within walking distance bus stop convenient 12 block away car along traditional seattle visitor spots pike place market space needle science center aquarium also took advantage wonderful woodland zoo beautiful green lake since nearby highlights definitely worth visit thanks pierce beth memorable stay
140,4279876,43936808,sunnyside centrally located amazing things seattle two miles east zoo little downtown really cute must try fainting goat gelato coffee shop right corner grocery three blocks away pictures really dont justice unit much better patio private living room furniture crazy comfy beds great rooms dont offer hotel style linens either thin scratchy nope sheets towels high end kitchen large cooking eating supplies large family even juicer available plus coffee maker would recommend
141,4279876,44918056,cousins mom flew family wedding get around 1 beth accommodated check time well late check due wedding later day sunnyside wonderful apartment stay comfortable big rooms comfy beds clean enjoyed much beth husband gave us privacy staying home apartment presented sight better hoped neighborhood beautiful beth husband provided great book local restaurants bars personal reviews utilized loved many cute restaurants breakfast spots already recommended beths place west coast family spread word anyone looking great place stay visiting thanks jessica boston
142,4279876,45427515,sons enjoyed three nights sunnyside suite suite cozy clean quiet comfortable kitchen well equipped beds welcoming long day sightseeing boys enjoyed television selection movies downtime location fantastic easily accessible car public transit wallingford full great places eat get takeout especially enjoyed pizza dinner tutta bella ice cream molly moons novelty shop called archie mcphees time seattle really enjoyed duck tour bill speigel underground tour pioneer square spent five hours woodland zoo nicest zoo ever visited great natural environments animals still much see seattle hope return soon would happy stay sunnyside suite highly recommended
143,4279876,46730418,enjoyed stay seattle sunnyside suite stayed two nights place perfect group four comfortable exactly needed beth pierce accommodating checkin schedule easy communicate throughout entire process would definitely stay
144,4279876,47393438,place great tons restaurants cafes interesting shops visit within walking distance house clean roomy comfortable neighborhood seems quiet safe also bars karaoke nearby case quiet nights arent thing beth quickly responded messages able accommodate early checkin need university washington also short bus ride away 25 minute walk walk beautiful
145,4279876,47984150,
146,4279876,48716147,comfortable clean stay great neighborhood beth also left little reviews local restaurantsbarscoffeehouses nice touch felt close everything still peaceful yet happening residential area 16 bus takes right downtown green lake north fantastic place seattle
147,4279876,49133842,sunnyside suite welcoming charming even though live western washington familiar seattle stay little place felt like getaway place clean nicely furnished really liked travel themed decor great location close university washington many options dining close would definitely stay
148,4279876,49852658,house perfect family clean pretty small yard awesome close main road convenient also love lonely planet great stay family like much
149,4279876,50082998,clean functional apartment near seattle center house location easy find quite residence green lake park near apartment jog every morning environment amazing thanks beths guide email regarding details really enjoyed stay seattle
150,4279876,50415879,beth really nice process straightforward apartment cozy much bigger expected everything needed great stay
151,4279876,50874775,beths home perfect family trip parents loved much really convenient stayed week enjoyed whole time
152,4279876,51143133,daughter dad spent 2 nights great experience convenient access uw great neighborhood said communication pierce beth easy place everything needed
153,4279876,51647263,thanks great stay wife enjoyed relaxing living room walking around u w campus area going long run around nearby lake trail accommodations excellent great way see everyday seattle life e
154,4279876,52834778,received helpful timely responses beth pierce stay place super comfortable spacious loved neighborhood beautiful area walk around numerous restaurants teacoffee houses close walking distance loved staying definitely return well recommend friends
155,4279876,53710319,suite welcoming area quiet easy get around several places explore seattle sunnyside perfect place family relax reconnect thanks
156,4279876,53968406,loved stay sunnyside great location comfortable quiet space incredibly flexible accommodating hosts would without doubt recommend staying
157,4279876,55506310,house nice clean conveniently located university washington qfc block away beth pierce easily reached responded quickly prior trip access info
158,4279876,55954909,great weekend space able get wanted go easily quickly several bus lines conveniently located close us close several great restaurants qfc space comfortable cozy everything needed four us daughter ended sleeping couch said ok nice neighborhood instead downtown
159,4279876,56911921,spot little 2bedroom apartment middle wallingford one seattles best walkable neighborhoods perfect full disclosure live across street family rented space extended family home bursting seams beth pierce created wonderfully welcoming home happy family stay hosts around awesome people think price great space real steal neighborhood thanks merideth kelly
160,757840,2860596,beckys house really beautiful great neighborhood really enjoyed stay thanks becky
161,757840,2880977,great place awesome location 15 minute bus ride pike place market downtown seattle blast wished couldve stayed longer nothing like getaway lots room relax comforts home
162,757840,2952715,loved staying beckys bungalow beautiful home great walkable location loved kitchen dining room dining room table big enough boardgames dinner setting highly recommend stay
163,757840,2960989,beckys house absolutely beautiful clean warm comfortable basically wanted move
164,757840,3208689,house photos tell story charming warm spacious house dont see really makes amazing spot start location phenomenal one block main street neighborhood stocked gills great restaurants food retail shopping coffee houses also one block bus stop handy party wants go separate directions one car share even though house centrally located peaceful quiet house completely updated heated bathroom floor professional grade range example retaining charm detail older home owner meticulous thoughtful translates clean wellstocked home one cluttered remains previous guests overly personalized owners belongings loved artwork furnishings everything wellplaced comfortable bedrooms mattresses sheets wonderful closets gargantuan little touches like luggage racks thoughtful additions owner immediately helpful anything sticky lock five minutes restaurant recommendations clearly house pride doesnt impose care house guests asks respectful family ended spending time home sightseeing house pleasant respite thank becky well see
165,757840,3343733,beckys home lovely enjoyed stay much becky baked muffins us provided lots coffee tea cream fruit heated bathroom upstairs fabulous cold outside neighborhood filled beautiful older homes close restaurants shops including tjs
